,date,is_about_hp,text,preprocessed_text,score_vader,vader_class
559,2016-06-08,,Wish her happy birthday from me and congratulate her on her choice of boyfriend! https://t.co/tj3t1colqT,wish happy birthday congratulate choice boyfriend,0.8625,positive
560,2016-06-08,False,"RT @rafaelbehr: Column: Brexit revolutionaries - can't make an omelette without breaking someone else's eggs.
https://t.co/FWwS1joAsy",column brexit revolutionary make omelette without break someone els egg,0.0,neutral
561,2016-06-08,,😘 #KeepTheSecrets https://t.co/xihwv1LmEb,keepthesecrets,0.0,neutral
562,2016-06-08,,❤️ https://t.co/zoxPWKuTHZ,,0.0,neutral
563,2016-06-07,False,RT @EdConwaySky: I've uncovered the first statistical evidence of capital flight from UK in run-up to #EUref. £59bn outflows in March alone…,uncover first statistical evidence capital flight uk run euref bn outflow march alone,-0.25,negative
564,2016-06-07,False,"RT @stephenkb: When this happened in Scotland, economic warnings had been going on for 2 years plus. BSE has had six months.  https://t.co/…",happen scotland economic warning go year plus bse six month,-0.34,negative
565,2016-06-07,False,RT @BBCNews: Today is last day to register to vote in #EUref. Here's how to get #Eurefready https://t.co/fb8vBwO0pe,today last day register vote euref get eurefready,0.0,neutral
566,2016-06-07,,"@RevRichardColes @ShetlandLibrary @OrkneyLibrary A feud that would shame the Montagues and Capulets. Stay safe, Richard #cakegate",feud would shame montagu capulets stay safe richard cakegate,-0.3818,negative
567,2016-06-07,False,RT @EmWatson: Tweeters Don’t lose your vote!Register to vote before midnight tomorrow https://t.co/dHve67g86t #EUref #ReadyToVote https://t…,tweeter lose vote register vote midnight tomorrow euref readytovote,-0.4019,negative
568,2016-06-07,False,RT @laurenlaverne: It's the last day you can register to vote in the most important referendum in living memory. Takes 5 mins ---&gt; https://…,last day register vote important referendum live memory take min gt,0.4404,positive
569,2016-06-07,,@antoboyle Get ready to have a few more followers. Just a feeling I have.,get ready follower feel,0.3612,positive
570,2016-06-07,True,"Break a leg, @antoboyle x #CursedChild https://t.co/5Dc1TtfwEL",break leg cursedchild,0.0,neutral
571,2016-06-07,False,"RT @JohnnyVegasReal: I just registered online to vote so trust me, if an old technophobe like me can do it, you can too #YourVoteMatters ht…",register online vote trust old technophobe like yourvotematters ht,0.7003,positive
572,2016-06-07,False,RT @theatre_weekly: Wishing all at @HPPlayLDN @jk_rowling @jackthorne John Tiffany an amazing first preview #palacetheatre #KeepTheSecrets,wish john tiffany amaze first preview palacetheatre keepthesecrets,0.7351,positive
573,2016-06-07,,@ArtyBagger I love your Puritan attitude to pleasure xx,love puritan attitude pleasure xx,0.836,positive
574,2016-06-07,False,RT @ArtyBagger: Excellent stuff from @JournoStephen The Bold Pug indeed in these troubled times. https://t.co/i44eJ2qIjF,excellent stuff bold pug indeed troubled time,0.5106,positive
575,2016-06-06,,"Tuesday night is the deadline to register to vote in the EU referendum. 

https://t.co/Nazp8XoHwU",tuesday night deadline register vote eu referendum,0.0,neutral
576,2016-06-06,False,RT @henryfraser0: https://t.co/m0RKE7xLyQ,,0.0,neutral
577,2016-06-06,,👏👏👏 #Remain https://t.co/h40JPiENLF,remain,0.0,neutral
578,2016-06-06,,I love it! https://t.co/S8XTwSK3ri,love,0.6369,positive
579,2016-06-06,,Anything's possible if you've got enough nerve! https://t.co/y3ZHnLD7Ai,anything possible get enough nerve,0.0,neutral
580,2016-06-06,True,We simply want everyone who’s bought a ticket to #CursedChild to enjoy the onstage surprises #KeepTheSecrets https://t.co/0Vbl3zwN6b,simply want everyone buy ticket cursedchild enjoy onstage surprise keepthesecrets,0.6808,positive
581,2016-06-06,True,"You’ll be able to buy the published play from 31st July, so the story of #CursedChild will be available to everyone #KeepTheSecrets",able buy publish play st july story cursedchild available everyone keepthesecrets,0.34,positive
582,2016-06-06,True,"This isn’t about ticket sales: we’ve been sold out for ages*  #CursedChild #KeepTheSecrets

*but look out for the #FridayForty!",ticket sale sell age cursedchild keepthesecrets look fridayforty,0.0,neutral
583,2016-06-06,True,Potter fans have always had each other’s backs. Today I’m asking you to #KeepTheSecrets of #CursedChild https://t.co/0Vbl3zwN6b,potter fan always back today ask keepthesecrets cursedchild,0.3182,positive
584,2016-06-06,True,This is a big week for all of us who’ve worked on Harry Potter and the #CursedChild. Real audiences are about to see it for the 1st time!,big week u work harry potter cursedchild real audience see st time,0.0,neutral
585,2016-06-06,,Robert says 'thanks very much' and I say 'awwww...' https://t.co/WRibBiU3tD,robert say thanks much say awwww,0.4404,positive
586,2016-06-05,,@AidanKerrPol @stephenkb sent too soon: nor would I.,sent soon would,0.0,neutral
587,2016-06-05,,@AidanKerrPol @stephenkb I hear you.,hear,0.0,neutral
588,2016-06-05,,"@AidanKerrPol @stephenkb Yes, far more accurate than in last gen election, but did bookies ever predict a yes win?",yes far accurate last gen election bookie ever predict yes win,0.8481,positive
589,2016-06-05,False,"@stephenkb They got indyref right, or better than most of the polls.",get indyref right good poll,0.4404,positive
590,2016-06-05,,@scottreid1980 @OrkneyLibrary I like to talk them down by asserting that books can't stay up without shelves :D,like talk assert book stay without shelf,0.3612,positive
591,2016-06-05,,@OrkneyLibrary that makes it sound as though I am a notorious library hater.,make sound though notorious library hater,-0.6908,negative
592,2016-06-05,,@jennycolgan @ArtyBagger I'd watch the hell out of that!,watch hell,-0.6808,negative
593,2016-06-05,,@francesbarber13 @CherrelleSkeete Cherrelle is. I'm tired and emotional and it shows! #DressRehearsal,cherrelle tire emotional show dressrehearsal,0.1531,positive
594,2016-06-04,,My girl 🌹 @CherrelleSkeete ❤️ https://t.co/ETsQYpuc6m,girl,0.0,neutral
595,2016-06-04,False,"RT @TFletcher: Don't judge those running for office by the eloquence of their tributes to Ali, but how they would treat a 20 year old versi…",judge run office eloquence tributes ali would treat year old versi,0.4019,positive
596,2016-06-04,False,"RT @LibyaLiberty: Yeah, no. https://t.co/55pv6nUHJO",yeah,0.296,positive
597,2016-06-04,False,"RT @LibyaLiberty: Yeah, no. https://t.co/nNExdSerdg",yeah,0.296,positive
598,2016-06-04,False,"RT @LibyaLiberty: No, you don't get to say this. https://t.co/GPhJBee4sS",get say,0.0,neutral
599,2016-06-04,,"Unsurprisingly, he said it best himself. #MuhammedAli https://t.co/G1BykvvzfF",unsurprisingly say best muhammedali,0.6369,positive
600,2016-06-03,,I've had a great evening. https://t.co/vjYVt6NKMQ,great evening,0.6249,positive
601,2016-06-03,False,RT @lumos: Nobody is allowed to harm you: helping young people understand abuse w. #childparticipation https://t.co/XlBh0crX47 https://t.co…,nobody allow harm help young people understand abuse,-0.6249,negative
602,2016-06-03,False,RT @HPPlayLDN: All #FridayForty tickets for performances next week have now been purchased. The next release is on 10th June at 1pm BST,fridayforty ticket performance next week purchase next release th june pm bst,0.0,neutral
603,2016-06-03,False,RT @lumos: We’re raising our voices for #childparticipation this week – RT to join us #WeAreLumos https://t.co/JLJzZ4Hasc,raise voice week join u wearelumos,0.296,positive
604,2016-06-03,False,RT @tom_watson: I feel embarrassed that @bbclaurak was hissed in the course of doing her job today. It was rude and inappropriate.,feel embarrass hissed course job today rude inappropriate,-0.6369,negative
605,2016-06-03,False,RT @HPPlayLDN: The #FridayForty ticket release is today at 1pm BST – your chance to get tickets for £15 for performances next week https://…,fridayforty ticket release today pm bst chance get ticket performance next week,0.25,positive
606,2016-06-03,False,"RT @EmyBemy2: Sometimes the pen is mightier than the keyboard. 
#brexit https://t.co/nbhlrq9gvc",sometimes pen mighty keyboard brexit,0.0,neutral
607,2016-06-03,False,RT @jerryspringer: C'mon Donald... you complaining about Hillary's temperament is like me complaining about the quality of television! http…,mon donald complain hillary temperament like complain quality television,-0.3612,negative
608,2016-06-02,False,RT @CherrelleSkeete: What a brilliant pic https://t.co/11AR72s6cx,brilliant pic,0.5859,positive
609,2016-06-02,False,"RT @lumos: Adults must promote the rights of every child to a #family, a voice &amp; a future - #ChildParticipation @huffingtonpost https://t.c…",adult must promote right every child family voice amp future,0.3818,positive
610,2016-06-02,False,RT @StewartMcDonald: This sort of behaviour is not good. - might not always like what journos say but this kind of stuff isn't the answer h…,sort behaviour good might always like journos say kind stuff answer,0.8316,positive
611,2016-06-02,,@euanmccolm Ern used to play timpani for Parliament of the Soul @trewloy,ern use play timpani parliament soul,0.34,positive
612,2016-06-02,,"@Joannechocolat if it's not c), you let us all down.",let u,0.0,neutral
613,2016-06-02,True,RT @pottermore: Presenting Draco and Scorpius Malfoy! See what else they had to say about #HarryPotterPlay: https://t.co/bhELDd7ICJ https:/…,present draco scorpius malfoy see els say harrypotterplay,0.0,neutral
614,2016-06-02,True,RT @pottermore: 'You can just feel the excitement in the building.' - @antoboyle #HarryPotterPlay #CursedChild https://t.co/Gi101KRC4n,feel excitement build harrypotterplay cursedchild,0.4939,positive
615,2016-06-02,True,"RT @HPPlayLDN: Scorpius Malfoy (@antoboyle), 1st year student, Hogwarts. #HarryPotterPlay#CursedChild previews start in 5 days! https://t.c…",scorpius malfoy st year student hogwarts preview start day,0.0,neutral
616,2016-06-02,True,RT @pottermore: '...Our first job is to serve this play and J.K. Rowling’s characters as best we can' - @alexpriceactor https://t.co/wTJnn9…,first job serve play rowling character best,0.765,positive
617,2016-06-02,True,RT @HPPlayLDN: Draco Malfoy (@alexpriceactor) in #HarryPotterPlay #CursedChild. First public preview is in five days! https://t.co/kdZIwEZi…,draco malfoy harrypotterplay cursedchild first public preview five day,0.0,neutral
618,2016-06-01,False,RT @lumos: Giving children an individual identity 1st step in ending institutionalisation –rd more frm @lumos CEO #ChildrensDay https://t.c…,give child individual identity st step end rd frm ceo childrensday,0.0,neutral
619,2016-06-01,False,"RT @lumos: ""Too many"" to have a birthday – how #ChildrensDay became the only celebration for some institutionalised children https://t.co/6…",many birthday childrensday become celebration child,0.0,neutral
620,2016-06-01,False,"@PeteWishart @diakritikal @PolhomeEditor You didn't libel me, you see. It's reassuring to know our MPs have such a firm grasp of the law.",libel see reassure know mp firm grasp law,0.34,positive
621,2016-06-01,,"@GrayInGlasgow Yes, and apparently giving evidence against doctors who've broken the law means you want medicine abolished.",yes apparently give evidence doctor break law mean want medicine abolish,0.4588,positive
622,2016-06-01,,"@PeteWishart You'll notice I'm not querying your right to speak,but you still haven't answered my question. Does @theSNP agree with you?",notice query right speak still answer question agree,0.3612,positive
623,2016-06-01,,@PeteWishart How would you expect 'speaking in his capacity as an editor' to change the way he talks about the Scottish government?,would expect speak capacity editor change way talk scottish government,0.0,neutral
624,2016-06-01,,"@PeteWishart Yes, it's almost exactly like that. https://t.co/s9C5dl4OEl",yes almost exactly like,0.6022,positive
625,2016-06-01,,"@PeteWishart You, an MP, tweeted the organisation a journalist worked for and demanded to know whether his views were the 'corporate view'.",mp tweet organisation journalist work demand know whether view corporate view,-0.128,negative
626,2016-06-01,,"@PeteWishart I'm sorry you think this is silly, but for some of us, freedom of speech and expression are quite important issues.",sorry think silly u freedom speech expression quite important issue,0.7264,positive
627,2016-06-01,,@PeteWishart You are suggesting they have - or should have - an agreed position on the views their journalists are allowed to express.,suggest agree position view journalist allow express,0.5267,positive
628,2016-06-01,,"@PeteWishart Your repetition of PBS is interesting. Public service broadcaster ought to mean it serves the public, not the government, no?",repetition pb interest public service broadcaster ought mean serf public government,0.4588,positive
629,2016-06-01,,"@PeteWishart ""Corporate view"" suggests you think there should be an agreed line on matters relating to criticism of the Scottish government?",corporate view suggest think agree line matter relate criticism scottish government,-0.0772,negative
